Name	Parent name
RP11-321E2.2	TAF11
CTB-23I7.2	MED13
OR8F1P	OR8B2
AC105765.1	RAD23B
KRT8P41	KRT8
DYNLT3P1	DYNLT3
CTD-2206G10.1	TPT1
NT5CP1	HEATR4
RP11-804L24.1	FAM35A
RP11-534P19.1	ZNF772
AC010240.3	SNRNP27
GAPDHP66	GAPDH
IFNWP19	IFNW1
AC073150.4	EIF4H
RP11-1042B17.4	VN1R4
RP11-548K12.9	FAM27L
RP11-1198D22.3	POM121L4P
SLC7A5P2	SLC7A5
RP11-316P21.1	EEF1A1
SOCS2P2	SOCS2
ATP5G2P1	ATP5G2
TCEB1P13	TCEB1
RP11-831F12.4	ACTL6A
RP11-561B11.4	DNAJC8
AC008163.6	EIF4E
RPL32P26	RPL32
AC022002.5	DNAJC19
ACTG1P10	ACTG1
AC007050.18	CCDC74B
CTD-2509G16.1	RPL36A
ATP5EP1	ATP5E
UBA52P5	UBA52
RP11-397J20.1	ZNF655
ZNF736P4Y	ZNF736
RPS3AP32	RPS3A
RP4-552O12.1	NFE2L2
RP11-734E19.1	RWDD1
MTND4P3	MT-ND4
RP11-157L3.3	RPL10
GTF2F2P1	GTF2F2
RP11-753G20.1	PRELID1
RP11-302I18.1	RPLP0
AC098824.6	CHORDC1
RP11-69H7.1	RPL36A
FAM32B	FAM32A
RP11-822P1.1	HIGD2A
AMMECR1LP1	AMMECR1
RP11-305M3.2	CDC26
AC005105.2	RPS2
RP11-129H15.3	RPL23A
RP11-449M6.1	SDCBP
RP11-57G10.6	DNAJC19
AC007389.4	KRT18
RP11-235G24.2	LPA
AC066692.5	SDHC
RP11-535A15.1	RPL35A
AL078621.5	PGM5
NUS1P4	NUS1
RP11-71E22.1	JKAMP
RP11-681O4.1	RPL12
RP11-536C10.1	RPL22
RP11-731I19.1	RPL23A
AC068287.1	RPS16
INTS4L1	INTS4
OR55B1P	OR52B2
CNN2P3	CNN2
RP11-364M6.1	RPL31
KRTAP10-13P	TSPEAR
PPIAP3	PPIA
CCNG1P1	CCNG1
AC000367.1	TIGD1
RP11-666A20.1	FAM86A
AC105396.3	RPL31
RP11-221E20.5	MARK2
LSP1P2	LSP1
RP5-998N21.8	RPL22
RP11-382H24.3	PRDX1
RP11-454H13.6	PDCL3
RP11-432M8.11	HIST1H3A
YTHDF1P1	YTHDF1
GAPDHP69	GAPDH
KYNUP3	KYNU
YBX1P10	YBX1
AC139712.1	GGCT
RP11-430J3.1	COX6C
RP13-81N3.1	HSPE1
IGLVV-58	IGLV4-3
RHOT1P2	RHOT1
OR4A2P	OR4A15
RP1-140J1.4	RPLP0
RP11-76F14.1	RPL17
RPS3AP52	RPS3A
RPL36AP53	RPL36A
RPL21P111	RPL21
RP11-1396O13.1	RPS24
FABP5P13	FABP5
PIGCP1	PIGC
EEF1DP2	EEF1D
HMGB3P12	HMGB2
TRPC6P	TRPC6
DHX9P1	DHX9
ARPC3P5	ARPC3
TCEB1P16	TCEB1
RP11-5A11.2	MED21
AC008065.1	RPS26
HMGB1P32	HMGB1
RP4-733B9.1	UTP6
RP11-15B17.2	RPL7L1
TUBB7P	RP11-631M21.2
RPS27P23	RPS27
RP11-497J7.1	MAGEB16
AC055811.5	POTEI
RP11-449H3.1	RPL35A
RP11-213G2.5	RSL1D1
RP11-536C10.22	C10orf57
RPS3P1	RPS3
TIMM8BP1	TIMM8B
RP11-109L13.1	PCSK7
RP11-349G13.2	CDK11A
RP11-335M9.1	RAB2A
RP11-1286E23.3	ALG1
CTD-2666L21.3	RPL28
HSPD1P15	HSPD1
RP11-430I15.2	OR2L8
OR8I1P	OR8I2
RP11-103F13.3	PEBP1
AC091813.2	NUP35
TMEM167AP1	TMEM167A
AL592494.3	MTIF2
TCEB1P17	TCEB1
RP11-669M2.2	APOL3
RP13-77O11.8	SSX3
PHBP9	PHB
RP11-100F15.3	HAUS8
RP11-98E6.1	H3F3B
CHCHD2P2	CHCHD2
RIMKLBP2	RIMKLB
RP11-22C8.1	EPB41L5
TLK2P1	TLK1
RP11-478C6.1	ZNF74
KB-1980E6.2	HSPE1
RBPJP7	RBPJ
SNRPFP3	SNRPF
OR9M1P	OR5J2
MTND5P21	MT-ND5
OR10R3P	OR10R2
RP11-769N21.2	CDCA8
RP11-466F5.4	RPL21
RP11-404K5.2	AC073446.1
HMGB1P17	HMGB1
RPL9P9	RPL9
AF254982.2	IGHV4-34
RP11-294O2.1	CHORDC1
STK19P	STK19
AL365331.2	VDAC2
RP11-707M1.5	ANKRD33B
RP11-432M8.12	TAF11
DHRS4L1	DHRS4
RP5-1160K1.1	RPL7
LL22NC03-102D1.16	IGLV3-1
RP11-275O4.1	RP11-631M21.2
RP11-93I21.2	TUBA4A
RP11-340B24.3	HSPE1
AC079780.3	C5orf13
VDAC1P1	VDAC1
CTC-232H10.1	RPL29
RP11-250H24.4	GXYLT1
RP11-467L13.3	STMN1
RP11-100G15.3	MT-CO3
AC068657.2	ZCCHC17
RP11-615I16.3	C16orf88
HSPA7	HSPA6
MYO5BP2	MYO5B
RP5-1073F15.1	RPS29
RP3-380B8.1	PKM2
RP11-61N16.1	OR7E24
RP11-163N6.1	PDCL3
CTD-2151L9.1	UBE2V1
RP11-737F10.1	NFE2L3
BXDC1P	RPF2
OR7E111P	OR7E24
RP11-548K12.8	FAM27L
AC092570.1	SDHD
AC073387.2	STAMBPL1
RP11-657G2.1	CYP51A1
RP11-139G7.1	PDCD10
RPSAP63	RPSA
RP11-515C16.2	HAUS1
RP11-452D2.1	RPL7A
RPL23AP22	RPL23A
MED13P1	MED13
GLULP6	GLUL
TOB2P1	TOB2
RPL5P30	RPL5
RP11-485M7.1	NDUFA4
OR4P1P	OR4P4
CTD-2325A15.3	PPIA
TSPY14P	TSPY1
AJ239321.3	BNIP3
RP11-820K3.2	ANKRD49
RP11-3J10.7	MRPS10
AKR1B1P8	AKR1B1
RP11-165N19.2	RPL29
RP11-324K6.1	RPL7A
RPL7AP14	RPL7A
PRRC2CP1	PRRC2C
RP11-72M10.2	AC084851.1
OR52Z1	OR52B2
OR5P4P	OR5P3
CROCCP3	CROCC
OR6M3P	OR6M1
RP11-132G10.2	OR2T33
RP11-1360M22.2	ADAM21
PHBP10	PHB
RP11-384C12.1	RPLP1
CTAGE14P	CTAGE5
RP11-526L22.1	RPL7
NAP1L4P2	NAP1L4
EIF4A1P3	EIF4A1
RP1-228H13.2	RPL10A
RP11-381G8.1	SKP1
TCEB2P3	TCEB2
TSPY17P	TSPY1
AC007969.5	RPS15
AC005046.5	PIGC
AC104634.3	RPL21
PARP4P2	PARP4
AC007322.7	TSPY1
AC004448.3	RPS2
RP11-365O10.1	METTL8
AC093106.7	EEF1B2
RP11-340I6.2	SLC25A1
CTD-2349P21.1	RPS17
UQCRFS1P1	UQCRFS1
AC099535.3	RPS20
CTD-2410N18.1	RPS13
TAB3P1	TAB3
RP11-463H24.1	RPL31
RP11-8J9.1	NENF
ASNSP5	ASNS
AC019178.2	RNF11
YWHAZP4	YWHAZ
OR8C1P	OR8B2
AC074375.1	MYCBP
RP11-68D16.1	PLEC
RP11-33N11.1	HNRNPD
RPS15AP3	RPS15A
RP11-363I22.3	SCOC
MAGEA13P	MAGEA10
RP11-218D6.2	RPL36AL
RP11-119H12.3	EIF2S3
LL22NC03-30E12.11	IGLV7-46
ACTBP7	ACTG1
RP11-571F15.6	SERPINH1
RPL39P5	RPL39
RP11-654D12.1	BRWD1
RP11-481N16.1	HYDIN
CTA-714B7.4	NGFRAP1
CTC-260E6.2	RPS16
NPM1P6	NPM1
RP11-342F17.1	RPL29
RP11-317C20.5	OR2K2
RP11-48B24.2	TPRKB
RBMXP4	RBMX
RP11-575M4.1	NET1
P2RX6P	P2RX6
HIGD1AP15	PHF20
CTD-2161E19.1	RPL10A
WI2-89927D4.1	ADD1
RP11-342M1.6	MKRN1
RPL37P3	RPL37
UGT1A11P	UGT1A7
PRKRIRP6	PRKRIR
AC016697.6	TPT1
RP11-322F10.3	HDAC1
RP11-321E8.5	ZNF680
RP11-314J18.6	ACTG1
RSL24D1P4	RPL24
SLC25A15P1	SLC25A15
RPL12P34	RPL12
HMGB3P19	HMGB3
RPL29P2	RPL29
CTD-2127F10.1	GCSH
RP11-123N4.4	COPS2
SPATA2P1	SPATA2
HIST1H2APS4	H2AFJ
AC092431.2-001	B3GALNT1
RP11-365D23.4	AP3S1
RP11-1143G9.2	C1GALT1
TRBV22OR9-2	TRBV19
COX6B1P7	COX6B1
PPATP1	PPAT
CTD-2089O24.1	BCLAF1
KRT8P28	KRT8
CTB-14A14.2	TMTC4
HMGB1P47	HMGB1
RP11-208G20.2	PSPH
LA16c-4G1.5	C2orf27A
OFD1P15Y	OFD1
CTD-2008A1.2	SORD
RP11-363L24.2	KCTD9
RP11-400G3.3	RPL7A
CETN4P	CETN2
RAC1P2	RAC1
SRSF1P1	SRSF1
RP11-458F8.1	GTF2I
RP11-196D18.5	SEPT14
CTD-2302E22.1	RPL31
RP11-109E10.2	PHB
HMGN2P26	HMGN2
RP11-797H7.3	EEF1D
RP3-389A20.5	AC012652.1
RP4-535B20.2	RPS24
RP11-140K17.2	ATP6V1F
RP11-520B13.7	C9orf51
AC010746.4	NPM1
COX5BP7	COX5B
RP11-75A9.3	VEZT
RP11-215A21.2	RPL17
RP11-20P5.2	AL117340.1
RP11-403E24.1	ZNF670
RP11-854K16.2	BCAR1
VN1R104P	VN1R1
AC009237.2	TRIM43
CTD-2184D3.1	RPS13
PGAM1P7	PGAM1
UBQLN1P1	UBQLN1
RP11-106F1.1	LYPLA1
RP11-198M8.1	NMNAT1
RP11-548K12.7	FAM27L
XXbac-B33L19.10	SUSD2
RP11-478C6.5	ZNF736
RP11-286H14.3	CYCS
RP11-303G3.9	RPS24
AK4P5	AK3
YBX1P1	YBX1
RP11-680E19.2	GSPT1
RP11-468N14.1	UGT2B17
RP11-528N21.3	RPL5
RP11-813N20.2	UGT2B17
RP11-27G13.3	YWHAE
AC093411.1	RPE
CTB-164L20.1	RPL10A
CTA-407F11.6	YES1
CCT5P2	CCT5
RP11-326A19.1	HMGB1
RP11-163G10.4	OSTC
PRKRIRP2	PRKRIR
SEPT7P4	SEPT7
RP13-444K19.1	MRPS18C
RP13-923O23.5	HNRNPA1
AP000351.10	DDT
RP11-742N3.1	RPS28
RP11-165H4.3	C9orf140
AC007679.4	RPL27
RP11-959F10.4	PTTG1
RPS11P1	RPS11
RP1-7G5.5	C8orf59
RP11-726G23.3	ANKRD26
RP11-641C17.1	PPIA
RPS2P2	RPS2
RP11-216N21.2	RPL32
RP11-157L3.6	FAM27D1
AC093698.1	RPL9
RP11-154D3.1	ID2
UBE2L5P	UBE2L3
RP1-145M24.1	MMADHC
RP11-571M6.1	RPL13A
AC005351.1	APOOL
SEPHS1P4	SEPHS1
RP11-12A20.5	FAM27E2
TAS2R2	TAS2R7
RP13-228J13.8	PHF10
FAM90A8	RP11-1286E23.4
RP11-548K12.12	FAM182A
RBMXP2	RBMX
RP4-655C5.1	HNRNPA1
UGT1A12P	UGT1A7
RP3-525N14.2	SFR1
PPIAP16	PPIA
RP5-1065J22.4	PCBP1
RP11-305A4.1	RPL34
RP11-528A10.2	DDX18
RP11-702M1.2	CASZ1
RP11-804M7.1	EIF2S2
OR2U1P	OR2W1
HNRNPA1P26	HNRNPA1
RP11-419M24.6	SEPT14
RP11-415D17.1	UBE2V1
RP11-480D4.5	SEMA5B
RP11-415H23.4	RPL39
ARL2BPP6	ARL2BP
AGGF1P3	AGGF1
RBPJP5	RBPJ
AC097721.1	RNF14
RPL35AP31	RPL35
RP3-400B16.2	NAA40
RP11-348A7.1	PPP2CA
OR4C7P	OR4C13
RPS3AP12	RPS3A
AC110754.3	CDK8
HSPD1P8	HSPD1
RP3-432I18.1	UBC
RP11-134L4.2	RPL31
RP11-681L4.1	RPL31
RP11-628K18.1	HSPE1
AC093642.5	FBXO25
RP11-40H20.1	CHCHD3
RP11-1396O13.18	OR7E24
ZC3H11B	ZC3H11A
IGKV1-35	IGKV1-16
RP11-187C18.4	C2orf27A
RP11-87O11.1	GNL3
RP11-39K24.9	PDSS1
CTD-2218K11.1	RPL5
RP5-1053E7.1	SPC25
SMARCE1P4	SMARCE1
MESTP4	MEST
RP11-56P9.1	SPRYD5
ATP5C1P1	ATP5C1
NSRP1P1	NSRP1
RP4-687K1.2	WDR62
RP11-43F13.1	PDCD6
BX682235.1	SPRYD7
GUSBP8	GUSB
CTD-2325A15.2	SLMO2
RP11-338N12.1	PRPS2
AC016831.5	ARMCX2
RPL27AP8	RPL27A
RP11-60C6.5	SRSF2
RP11-436I9.3	VDAC2
DDX3YP1	DDX3Y
MTND1P36	MT-ND1
RP11-93P10.3	FKBP4
RP11-680G24.1	PLA2G10
RP1-172N19.3	MATR3
MTND4P15	MT-ND4
RP11-810K23.7	RP11-195B21.3
AC011233.2	SUMO3
POLR2LP	POLR2L
RP11-793L10.1	TARDBP
AC002075.3	TSN
CTD-2010I16.1	VDAC1
PSMD10P3	PSMD10
RP1-20I3.3	SNURF
RP11-399N22.3	RPS26
RP11-98L4.1	EIF5
RP11-253M7.3	FAHD1
TRBV12-2	TRBV7-8
RP11-216N14.1	GEMIN2
RP5-1047A19.6	ZKSCAN1
ATP5G2P3	ATP5G2
RP11-6B19.3	MRPS7
RP11-335F8.2	SAE1
FAM185BP	FAM185A
RP11-655M14.6	OR7E24
AC092155.1	RPL21
RP4-654H19.2	RPL37
OR5BN2P	OR8D4
RP11-91J3.1	COPS3
RP11-56B16.1	UTP6
AF238378.7	C11orf2
RP1-91J24.1	SSBP1
RSL24D1P8	RSL24D1
RP11-166J5.2	TTC39C
IGHV3-41	IGHV3-7
RP11-756K15.1	RPL30
RP11-163G10.2	RPS3A
RP11-400K9.2	MAPK6
GLRXP	GLRX
RP11-114N19.2	BHLHB9
RP11-50B3.1	TEAD1
AC108059.4	SRM
RP11-451J24.1	PRDX5
TPM3P3	TPM3
SURF6P1	SURF6
PPP1R2P10	PPP1R2
CTD-3006G17.2	RPS27A
MORF4L1P1	MORF4L1
USMG5P1	USMG5
RP11-700P18.1	XPOT
RP11-7D5.2	RPS3A
AC006026.10	CLK2
RP11-562A8.3	AHCY
IGKV1D-27	IGKV1-27
USP9YP3	USP9Y
RP1-149A16.16	RGL4
RP11-62J1.3	AURKA
RP11-34H11.3	FAM27L
RP11-58O3.1	H2AFZ
GRPEL2P1	GRPEL2
RP11-325P15.2	SSB
RP11-65C6.1	RPS3A
AC073869.9	MT-ATP6
CTD-2014B16.2	FTH1
FAM90A7	RP11-1286E23.4
RP4-808O4.2	PABPN1
AC073415.2	RPL39
RP11-287D1.1	FNBP1
AC098789.1	YME1L1
RPL21P116	RPL21
RP11-178H8.3	N6AMT1
HSP90AA6P	HSP90AA1
AC005041.8	NECAP1
RP11-286H14.4	MAP2K2
RP11-377K22.3	RPL21
RP11-143J12.1	RPS4X
RP11-777B9.3	HNRNPA1
EEF1A1P6	EEF1A1
RP11-127B20.1	IGBP1
RP4-591B8.2	RPL26
VN1R13P	VN1R1
AC005330.1	RPS15
AC130709.1	C15orf2
AC011551.1	GAPDH
RP11-3J11.1	ATP5J2
RP11-319J24.3	PDLIM1
RPL3P6	RPL3
RP11-491H9.3	PCBP3
ZFRP1	ZFR
AC087163.2	RPS2
RP11-182B22.2	RPSA
RP13-487C10.1	NLRP2
HMGN2P18	HMGN2
SDHAP1	SDHA
VN1R34P	VN1R4
PRKRIRP8	PRKRIR
RP11-314A20.1	RPS12
GLDCP	GLDC
PPIEL	PPIE
RP11-59O2.1	SLC33A1
CICP12	CIC
CTC-369M3.1	DPPA3
RP11-50E11.2	SHQ1
RP11-193H5.2	ACTG1
RP11-193I22.1	TPMT
RP11-73E6.2	RPL7A
RP11-460E7.9	TRIM43
KRT8P22	KRT8
RCN1P2	CALU
CTD-2224J9.3	RPL39
TTC3P1	TTC3
AP000357.4	ACTR2
SNX18P16	SNX18
RP5-981L23.1	ZNF717
MTND1P22	MT-ND1
RP11-115D7.3	OAZ1
RP11-146D12.5	ZNF114
RP11-517P14.7	ZNF12
RP11-351K16.4	HSPA8
RP11-307I14.2	RPS5
FAM115B	FAM115A
TSPY21P	TSPY1
AC020581.4	KRT6A
RP11-114M5.1	PTPN11
AQP7P1	AQP7
RP11-432M8.10	H3F3A
BRK1P2	BRK1
OR5F2P	OR5F1
RP11-248B10.2	SCOC
RP11-719K4.3	PLA2G10
AC012066.1	NUDC
RP11-654F3.1	PRPS1
RP11-250B16.1	RPL7
AC008173.1	PPIA
CTD-2176I21.1	RPL5
RP11-88K11.1	VDAC2
AURKAPS1	AURKA
AC092646.2	PSMD14
RP11-26C10.1	CCDC65
RP11-381K7.2	BTBD7
AC111200.7	WBP1
OSTCP5	OSTC
RP11-220I1.4	RPL21
RP11-443P15.2	NMRAL1
RP11-77B22.1	RPL32
MRPS36P4	MRPS36
IGLV3-15	IGLV3-21
CTD-3065B20.1	HSPE1
RP11-655B23.1	ASS1
RP11-58A17.3	ZNF273
RP11-642N14.3	OR7E24
OR10J8P	OR10J1
RP11-736I10.2	YWHAZ
RAC1P6	RAC1
RP11-589C21.2	MYL9
RP11-388G3.1	AGPAT6
AP000358.3	CRIP1
TCEB1P11	TCEB1
CTD-2102P23.1	PABPN1
RP11-255N24.1	CDRT15
AC010137.2	BCOR
RP11-355K23B.1	NT5DC1
RP11-318K12.1	ANKRD30B
MEP1AP1	MEP1A
RP11-61L23.2	FAM115C
RP11-157D18.2	RPS15
OR8T1P	OR8S1
SNX19P2	SNX19
RP11-521A24.1	TMEM229B
HSPD1P18	HSPD1
IGHV3-42	IGHV3-73
RP11-173A6.2	RPL37
RP11-566K19.5	AC073446.1
RP1-102E24.1	RPL31
AC138649.1	DEXI
KRT18P23	KRT18
RP11-809N8.6	NPM3
RP4-675C20.2	VPS25
RP11-169K16.8	RPS16
RP11-72M10.5	AC084851.1
EIF4EBP2P	EIF4EBP2
AC010731.6	DSCR3
RPL23AP1	RPL23A
HIST2H2BC	HIST1H2BM
RFESDP1	RFESD
RP11-398K14.1	SGOL1
RP11-564A8.4	RPL13A
RP11-274J7.3	CTAGE5
GAPDHP19	GAPDH
CTB-161J7.1	CMC1
ACTR3P2	ACTR3
RP11-223A2.1	RPS26
AC004987.9	SSBP3
RP11-342F17.2	RPL7A
MT1XP1	MT1G
RBBP4P6	RBBP4
RP4-635A23.2	RPL5
PPP1R8P1	PPP1R8
RP11-767L7.2	RFK
RP11-59E19.3	BRD7
RP11-552J9.9	OAT
RP5-1125A11.5	PIGP
GS1-388B5.1	MYLK
RP1-231L4.2	PGBD4
RPS17P2	RPS17
RP11-383G10.1	SPCS1
RP11-428K13.1	CASP3
ABT1P1	ABT1
RP11-778D12.1	SLC16A14
MTND2P21	MT-ND2
OR7E37P	OR7A10
AC012671.2	RPL38
RP11-483H11.1	CUL1
HMGA1P8	HMGA1
RP11-490D19.8	NDUFA4
IGLVI-20	IGLV2-18
RP13-483F6.1	SERPINA7
RP13-221M14.5	HNRNPC
RP11-510K18.1	MARK2
ZFAND6P1	ZFAND6
ATP5A1P6	ATP5A1
RP11-142C4.4	PRKAR2A
RP11-69L16.5	RPS3
IGHV3-76	AC142381.1
RP11-562A8.1	RPS20
HLFP1	HLF
AC011225.1	C15orf40
RP11-379I19.2	NUDT15
RPP40P1	RPP40
DDX11L1	DDX11L9
RP11-434J24.2	SLIRP
RP11-290L1.6	TMEM141
SEPHS1P6	SEPHS1
AC109815.2	SRSF3
CTD-2158P22.4	TUBA1C
RPL5P3	RPL5
RP11-705O24.4	C1GALT1
RP1-129L7.1	NUFIP1
RP11-463O9.1	RPL7A
RP5-862K6.4	NUBP1
RP11-756D7.1	UBE2D2
AC005522.6	PPIA
IGHV3-60	AC142086.2
RP1-20N18.4	SPRR3
RP11-313I2.10	TRIM43
CTD-2503O16.2	RPL27A
RP11-719N22.1	SNRPB2
ECEL1P2	ECEL1
RP11-35N6.6	ZBTB10
RP4-696P19.2	NPM1
RP11-16F15.1	RPL23A
RP11-715L17.1	KSR1
AC108938.2	ZBTB45
RP11-344N17.7	SSX6
HMGB3P17	HMGB3
RP11-1281K21.3	ANKRD26
RP11-565H13.3	RPL15
RP11-603B24.2	ZCCHC2
GS1-44D20.1	TPM4
RP11-40G16.1	RHOA
CICP7	CIC
CTC-431G16.3-001	RPL10
RP11-302L19.2	RPL12
AC114760.1	GSTA5
RP4-714D9.4	LYRM4
RP11-323F5.1	RPS7
AC093142.3	FAM96A
RP11-526D8.7	FAM75A4
NME2P1	NME2
BMS1P3	BMS1
PAICSP4	PAICS
RP11-241F15.2	ANKRD20A2
RP11-459A10.1	RPS5
AC005740.3	GCSH
DDX11L10	DDX11
CYCSP49	CYCS
RP11-383F6.1	RPL17
MTND6P2	MT-ND6
AP002954.6	TREH
RP11-503N18.5	RPS3A
RPL18AP3	RPL18A
SMPD4P2	SMPD4
AC090955.4	UBTF
HNRNPKP5	HNRNPK
RP1-191N21.4	OR4F16
AC004894.2	MTHFD2L
RP11-430G17.1	SPR
TRAV33	TRDV1
CTB-89H12.1	RPL29
VENTXP6	VENTX
FAM90A15	RP11-1286E23.4
RP11-153F5.2	RPS28
RP11-357K9.2	FTHL17
RP11-419M24.5	CDC42
RP11-93B21.1	TM2D1
IMPA1P	IMPA1
ABCD1P4	ABCD1
RP11-337C18.5	PDIA3
RP11-301H24.2	NMNAT2
AF196972.4	OAT
AC128677.2	CHEK2
GAPDHP23	GAPDH
RP11-159H10.1	BAG4
AC083899.3	ANAPC1
SEPW1P	SEPW1
SMPD4P1	SMPD4
ABCD1P2	ABCD1
AC016734.3	RPS4XP21
LILRP2	LILRA2
RP1-13D10.5	MDH1
RP11-468H14.1	RPL9
RP11-290P14.2	AKR1B1
RP11-334E6.2	HIAT1
OR52H2P	OR52H1
RP11-393P9.1	RPL17
RP11-203F10.1	C12orf45
RP11-74K11.1	RCOR2
RP11-25B14.2	RPF2
RP11-84O12.3	RPL36A
RP11-565H13.4	LUZP4
RPL30P5	RPL3
RP11-122F14.3	TNPO1
OR6E1P	OR6C3
CNN2P2	CNN2
RP1-130G2.1	RPL29
RP5-866L20.2	TALDO1
EEF1A1P3	EEF1A2
IGHVII-26-2	IGHV4-61
AC011139.1	RPL7A
OR51A3P	OR51A7
HMGB3P4	HMGB1
SNX18P8	SNX18
RP11-1J11.1	SLC35A4
CTD-2201E18.2	SLMO2
FBLL1	FBL
RP1-144F13.4	CCDC25
RP11-111D3.1	EIF4EBP2
RP11-572C15.3	MAT2A
CTD-2651B20.4	PRKRIR
DDX50P2	DDX50
OR8K4P	OR8K5
USP9YP28	USP9Y
FAM90A10	RP11-1286E23.4
SAR1AP4	SAR1A
RP11-778J16.1	SUCLG2
ANKRD30BP1	ANKRD30B
RP11-115P21.1	RPL10A
CTB-88F18.3	EEF1A2
OR10D1P	OR10D3
RP11-561N12.5	IGLON5
GGT8P	GGT2
RPL23AP80	RPL23A
RP11-446H18.1	CS
XX-FW84067D5.2	PRAME
RP11-810K23.6	ADAM21
PIEZO1P2	PIEZO2
RP13-547K6.1	NANOG
DNAJA1P4	DNAJA1
OR5H5P	OR5H14
STK33P1	STK33
PCMTD1P1	PCMTD1
RP11-100N3.3	OR9G1
RP11-564C4.4	AL117340.1
RP11-475E11.2	NANP
RP11-338L22.1	RPL9
BRD7P6	BRD7
RPL7AP7	RPL7A
RP13-258O15.1	RPL26
CTC-370J7.1	C7orf58
RP11-713C9.1	CYCS
RPL13AP25	RPL13A
ZNF702P	ZNF813
RP11-400D2.1	PES1
CABYRP1	CABYR
RP13-221M14.3	PRAMEF14
HMGB3P9	HMGB3
RP11-460N20.3	VKORC1L1
AC136896.2	DUSP3
SMEK3P	SMEK2
RP11-463C8.5	FAM204A
AC009237.12	SPRYD5
AC016737.1	RPSA
RP4-775C13.1	SYNCRIP
OR8G5	SLC5A4
DUXAP7	DUXA
AC091652.2	GCFC1
AC002069.5	KPNA2
CCT8P1	CCT8
HMGN1P11	HMGN1
RP11-14C10.2	RPL17
RP1-169I5.4	GEMIN7
AC006011.4	RPS26
RP11-421E17.4	RAP1GDS1
FDPSP6	FDPS
OR4A45P	OR4A5
KB-431C1.3	SUMO2
RP11-719C20.1	ZCCHC9
FABP5P15	FABP9
RP11-619L12.1	RPL12
CYP21A1P	CYP21A2
RP11-438F14.1	OR2AG1
VDAC1P4	VDAC1
AC007000.12	SPDYE1
RP11-589C21.1	RPL17
RP11-100N3.5	OR5R1
RP11-101E19.7	ZNF682
RP5-1097F14.1	PPIA
OR52B5P	OR52B2
RP11-1112J20.1	PARP1
RP11-333H9.6	HSPA8
KRT18P54	KRT18
AC069303.1	SLC25A5
RP11-256G5.1	RPL36A
RP11-857B24.3	DDA1
AC097713.5	RPS20
AC067950.1	RPS20
RP11-781D11.1	EIF1
WASF5P	WASF3
RP11-267M23.7	ATP5J2
RP13-13A3.1	SHISA5
RP11-208P4.1	NGRN
RP11-69M1.1	RPS20
RP11-366M4.6	TRIM60
SLC25A15P2	SLC25A15
AP000275.64	RPS24
AC009500.2	RPL9
OR51B3P	OR51B4
AC008592.3	GGCT
NDUFB11P1	NDUFB11
RPS7P7	RPS7
RPS6P23	RPS6
AC011718.1	GGT1
ATP5G2P4	ATP5G1
AC104058.1	RPL29
GS1-124K5.8	GTF2I
RP11-532L16.1	CFL1
RP11-353J17.3	PRAME
XKRY	XKR3
RP11-396M11.1	IFITM3
RP11-738O11.9	AC084851.1
AP000620.1	PPIA
OR2A13P	OR2A2
RP11-170J3.2	RPL23A
AC005042.2	RPL7A
SNX18P4	SNX18
CDRT15P1	RP11-385D13.1
CTD-3065A13.1	DCAF13
CTD-2593A12.3	TERF2IP
RP11-709A23.2	C12orf71
AC017079.3	RPL14
RP11-234B24.5	C1orf114
RP11-753I4.1	TSEN2
RP11-490K7.4	GTF2A2
AC010733.7	RPL21
ACTG1P1	ACTA2
MTND4P14	MT-ND4
AC009480.4	RPL26
RP11-121C22.1	ATG4A
RP11-298K24.2	SDCBP
Z95704.4	BNIP3
CTD-2015H6.2	RPS27A
CTC-329H14.1	GNB2L1
HIGD1AP6	HIGD1A
AC097500.1	RPL21
RP11-852E15.1	SDHD
KRT8P42	KRT8
LIPT1P1	LIPT1
EIF4A1P1	EIF4A1
RNF5P1	RNF5
KRR1P1	KRR1
RP11-428G5.6	IMPACT
SNX25P1	SNX25
RP11-959F10.5	TUBA4A
RP11-96F8.1	NAALAD2
RP11-7G23.1	FAM27L
RP11-460E7.1	IGKV1D-39
RP11-511H9.4	HSPE1
KRT8P15	KRT8
RP11-570P14.1	SNRPD1
RP1-249H1.3	RPL30
RP11-182I21.1	C15orf29
AC069287.4	OR4F21
RP11-214O14.1	RPL15
BMS1P4	BMS1
RP11-242D10.2	SLC25A24
RP11-572M11.2	DNAJB1
USP9YP25	USP9Y
OR7E23P	OR7E24
RP11-578F5.1	RPS24
RP11-317M22.1	TOMM6
RP11-39E3.5	MKRN1
RP1-182O16.1	RPL34
AC011450.2	SUMO1
SUMO2P5	SUMO2
HMGB1P12	HMGB2
RP11-52L11.9	MT-ND4L
TCP1P1	TCP1
AC010086.1	RBMY1A1
RP11-18B16.1	C14orf119
RP11-151F5.2	RPL21
RP11-973N13.2	NUP50
GAPDHP68	GAPDH
RP11-52L11.4	MT-CO1
CTC-250P20.1-001	AC012652.1
IGLV3-7	IGLV3-19
USP9YP1	USP9Y
AC026185.1	MAST2
RP11-173A8.2	RPS2
RP5-1125M8.3	DPPA2
DYNLT3P2	DYNLT3
AC007919.19	NAP1L5
KALP	KAL1
RP11-200A13.2	RPL29
RP11-265G8.3	ATP2A2
RP11-119N19.1	BRIX1
RP11-25P11.2	DNAJB6
VN1R64P	VN1R4
AC006509.4	NME2
